author,studyID,treatment,responders,sampleSize,age,child,young,adult,elder,(female=1),ethnic(asian),asian,middle-east,hispanic,white,black,condition(not-at-risk),not-at-risk,chronic-dis,immuno,variant(wildtype),alpha,beta,gamma,delta,omicron,platform,subgroup,ROB(low),moderate,critical,outcome,study.type,study
"Polack, 2020",247,2BNT,3,18198,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-247"
"Polack, 2020",248,2BNT,5,18198,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-248"
"Polack, 2020",249,2BNT,7,18198,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-249"
"Polack, 2020",250,2BNT,1,18199,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-250"
"Polack, 2020",251,2BNT,1,18198,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-251"
"Polack, 2020",252,2BNT,3,18198,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-252"
"Polack, 2020",253,2BNT,5,18198,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-253"
"Polack, 2020",254,2BNT,1,18198,all,all,all,all,all,all,argentinian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-254"
"Polack, 2020",255,2BNT,1,18198,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-255"
"Polack, 2020",256,2BNT,6,18198,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-256"
"Poukka, 2021",259,2BNT,154,316650,17-70yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Poukka, 2021-259"
"Powell, 2021",262,2BNT,4,273,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,symp,CC,"Powell, 2021-262"
"Powell, 2021",264,2BNT,76,452,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,symp,CC,"Powell, 2021-264"
"Powell, 2021",266,2BNT,106,5985,16-17yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,symp,CC,"Powell, 2021-266"
"Powell, 2021",268,2BNT,534,2797,16-17yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,symp,CC,"Powell, 2021-268"
"Pozzetto, 2021",272,2BNT,81,10609,19-76yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,PC,"Pozzetto, 2021-272"
"Prunas, 2022",274,2BNT,959,67038,14yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Prunas, 2022-274"
"Reis, 2021",277,2BNT,79,46815,12-18yr,0,1,0,0,all,Israeli,0,1,0,0,0,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Reis, 2021-277"
"Reis, 2021",279,2BNT,11,47303,12-18yr,0,1,0,0,all,Israeli,0,1,0,0,0,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,symp,RC,"Reis, 2021-279"
"Tartof, 2021",305,2BNT,1,6819,12-15yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2021-305"
"Tartof, 2021",307,2BNT,1,6819,16-44yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2021-307"
"Tartof, 2021",309,2BNT,3,6819,65,0,0,0,1,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2021-309"
"Tartof, 2021",310,2BNT,3,6819,45-64yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2021-310"
"Tartof, 2021",312,2BNT,6,6819,12-15yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2021-312"
"Tartof, 2021",314,2BNT,11,6819,65,0,0,0,1,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2021-314"
"Tartof, 2021",316,2BNT,18,6819,45-64yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2021-316"
"Tartof, 2021",318,2BNT,23,6819,16-44yr,0,0,1,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2021-318"
"Tartof, 2021",321,2BNT,7,27274,12,1,0,0,0,all,US,0,0,0,1,0,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Tartof, 2021-321"
"Tartof, 2021",324,2BNT,7,27274,12,1,0,0,0,all,US,0,0,0,1,0,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,RC,"Tartof, 2021-324"
"Walter, 2022",339,2BNT,3,1518,5-11yr,1,0,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RCT,"Walter, 2022-339"
"Wickert, 2021",340,2BNT,2,1508,17-26yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,PC,"Wickert, 2021-340"
"Tartof, 2022",341,2BNT,4070,108473,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Tartof, 2022-341"
"Tartof, 2022",342,2BNT,3230,77789,18-64,0,0,1,0,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-342"
"Tartof, 2022",343,2BNT,840,30683,>=65,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-343"
"Tartof, 2022",344,2BNT,257,12845,>=75,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-344"
"Tartof, 2022",345,2BNT,129,2997,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-345"
"Tartof, 2022",346,2BNT,3941,105476,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,non-immunocompromised,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RC,"Tartof, 2022-346"
"Tartof, 2022",347,2BNT,172,113490,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,RC,"Tartof, 2022-347"
"Tartof, 2022",348,2BNT,52,81993,18-64,0,0,1,0,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-348"
"Tartof, 2022",349,2BNT,120,31498,>=65,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-349"
"Tartof, 2022",350,2BNT,80,13083,>=75,0,0,0,1,all,NA,NA,NA,NA,NA,NA,all,all,all,all,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-350"
"Tartof, 2022",351,2BNT,22,3125,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,immunocompromised,0,0,1,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-351"
"Tartof, 2022",352,2BNT,150,110365,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,non-immunocompromised,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"Tartof, 2022-352"
"Cerqueira-Silva, 2021",361,2BNT,84,1037,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,symp,CC,"Cerqueira-Silva, 2021-361"
"Cerqueira-Silva, 2021",362,2BNT,2,44,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,severe,CC,"Cerqueira-Silva, 2021-362"
"Ali, 2021",6,2MD,1,2489,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RCT,"Ali, 2021-6"
"Andrews, 2022",12,2MD,13,868,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-12"
"Andrews, 2022",13,2MD,236,1091,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-13"
"Andrews, 2022",14,2MD,4502,14324,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,symp,CC,"Andrews, 2022-14"
"Baden, 2021",15,2MD,11,14134,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,doc-infect,RCT,"Baden, 2021-15"
"Baden, 2021",16,2MD,7,10551,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Baden, 2021-16"
"Baden, 2021",17,2MD,4,3583,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Baden, 2021-17"
"Baden, 2021",18,2MD,5,8396,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RCT,"Baden, 2021-18"
"Baden, 2021",19,2MD,2,2155,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RCT,"Baden, 2021-19"
"Baden, 2021",20,2MD,4,3583,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RCT,"Baden, 2021-20"
"Baden, 2021",21,2MD,4,7366,18-,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Baden, 2021-21"
"Baden, 2021",22,2MD,7,6768,18-,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Baden, 2021-22"
"Baden, 2021",23,2MD,4,3206,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RCT,"Baden, 2021-23"
"Baden, 2021",24,2MD,7,10928,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RCT,"Baden, 2021-24"
"Baden, 2021",25,2MD,10,9023,18-,NA,NA,NA,NA,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Baden, 2021-25"
"Baden, 2021",26,2MD,1,5088,18-,NA,NA,NA,NA,all,colored,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Baden, 2021-26"
"Bruxvoort, 2021a",45,2MD,2,46,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Bruxvoort, 2021a-45"
"Bruxvoort, 2021a",46,2MD,39,46,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Bruxvoort, 2021a-46"
"Bruxvoort, 2021a",48,2MD,2,46,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,gamma,0,0,1,0,0,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Bruxvoort, 2021a-48"
"Bruxvoort, 2021a",51,2MD,5,273,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Bruxvoort, 2021a-51"
"Bruxvoort, 2021a",52,2MD,1,274,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,death,CC,"Bruxvoort, 2021a-52"
"Bruxvoort, 2021b",53,2MD,289,352878,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-53"
"Bruxvoort, 2021b",54,2MD,13,352878,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,hosp,PC,"Bruxvoort, 2021b-54"
"Bruxvoort, 2021b",55,2MD,1,352878,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,death,PC,"Bruxvoort, 2021b-55"
"Bruxvoort, 2021b",56,2MD,254,352878,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,symp,PC,"Bruxvoort, 2021b-56"
"Bruxvoort, 2021b",57,2MD,23,88220,18-44yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-57"
"Bruxvoort, 2021b",58,2MD,21,88220,45-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-58"
"Bruxvoort, 2021b",59,2MD,14,88220,65-74yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-59"
"Bruxvoort, 2021b",60,2MD,15,88220,=75yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-60"
"Bruxvoort, 2021b",61,2MD,88,176439,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-61"
"Bruxvoort, 2021b",62,2MD,57,176439,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-62"
"Bruxvoort, 2021b",63,2MD,22,88220,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-63"
"Bruxvoort, 2021b",64,2MD,6,88220,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-64"
"Bruxvoort, 2021b",65,2MD,36,88220,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-65"
"Bruxvoort, 2021b",66,2MD,6,88220,all,all,all,all,all,all,asian,1,0,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,PC,"Bruxvoort, 2021b-66"
Butt-B-2022,69,2MD,105,158993,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,overall,NA,NA,NA,symp,CC,Butt-B-2022-69
Butt-B-2022,70,2MD,27,158993,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,overall,NA,NA,NA,hosp,CC,Butt-B-2022-70
"Carazo, 2021",79,2MD,2,128,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Carazo, 2021-79"
"Carazo, 2021",83,2MD,1,127,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,symp,CC,"Carazo, 2021-83"
"Lauring, 2022",187,2MD,59,505.5,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-187"
"Lauring, 2022",195,2MD,347,1380,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-195"
"martinez-baz, 2021",212,2MD,85,1127,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,PC,"martinez-baz, 2021-212"
"martinez-baz, 2021",220,2MD,3,119,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,PC,"martinez-baz, 2021-220"
"Nordstrom, 2021-a",228,2MD,300,842974,45-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Nordstrom, 2021-a-228"
"Poukka, 2021",259,2MD,8,316650,17-70yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Poukka, 2021-259"
"Andrews, 2021",7,2AZ,45988,107010,18-49yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,CC,"Andrews, 2021-7"
"Andrews, 2021",8,2AZ,60380,116188,>=50yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,CC,"Andrews, 2021-8"
"Andrews, 2021",9,2AZ,171,42203,18-49yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,hosp,CC,"Andrews, 2021-9"
"Andrews, 2021",10,2AZ,807,42799,>=50yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,hosp,CC,"Andrews, 2021-10"
"Andrews, 2021",11,2AZ,191,25832,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,overall,NA,NA,NA,death,CC,"Andrews, 2021-11"
"Andrews, 2022",12,2AZ,28,504,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-adeno,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-12"
"Andrews, 2022",13,2AZ,236,712,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-adeno,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-13"
"Andrews, 2022",14,2AZ,1041,2700,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,,NA,NA,NA,symp,CC,"Andrews, 2022-14"
"Falsey, 2021",116,2AZ,68,13966,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-116"
"Falsey, 2021",117,2AZ,5,3696,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-117"
"Falsey, 2021",118,2AZ,2,1401,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-118"
"Falsey, 2021",119,2AZ,58,14011,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-119"
"Falsey, 2021",120,2AZ,9,744,all,all,all,all,all,all,american indian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-120"
"Falsey, 2021",121,2AZ,4,1506,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-121"
"Falsey, 2021",122,2AZ,26,4035,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-122"
"Falsey, 2021",123,2AZ,45,13351,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-123"
"Falsey, 2021",124,2AZ,41,9922,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-124"
"Falsey, 2021",125,2AZ,32,7740,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-125"
"Falsey, 2021",126,2AZ,73,17662,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,overall,NA,NA,NA,symp,RCT,"Falsey, 2021-126"
"Falsey, 2021",127,2AZ,58,15435,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-127"
"Falsey, 2021",128,2AZ,4,1360,all,all,all,all,all,all,Chile,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-128"
"Falsey, 2021",129,2AZ,11,867,all,all,all,all,all,all,Peru,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-adeno,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-129"
