"","author","studyID","treatment","responders","sampleSize","age","child","young","adult","elder","X.female.1.","ethnic.asian.","asian","middle.east","hispanic","white","black","condition.not.at.risk.","not.at.risk","chronic.dis","immuno","variant.wildtype.","alpha","beta","gamma","delta","omicron","subgroup","ROB.low.","moderate","critical","outcome","vac_product","study.type","study"
"339","Tartof, 2021",307,2,1,6819,"16-44yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2021-307"
"340","Tartof, 2021",309,2,3,6819,"65","0","0","0","1","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2021-309"
"341","Tartof, 2021",310,2,3,6819,"45-64yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2021-310"
"342","Tartof, 2021",312,2,6,6819,"12-15yr","0","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2021-312"
"343","Tartof, 2021",314,2,11,6819,"65","0","0","0","1","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2021-314"
"344","Tartof, 2021",316,2,18,6819,"45-64yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2021-316"
"345","Tartof, 2021",318,2,23,6819,"16-44yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2021-318"
"346","Tartof, 2021",321,2,7,27274,"12","1","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2021-321"
"347","Tartof, 2021",324,2,7,27274,"12","1","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2021-324"
"348","Walter, 2022",339,2,3,1518,"5-11yr","1","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2BNT","RCT","Walter, 2022-339"
"349","Wickert, 2021",340,2,2,1508,"17-26yr","0","1","0","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2BNT","PC","Wickert, 2021-340"
"350","Tartof, 2022",341,2,4070,108473,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2022-341"
"351","Tartof, 2022",342,2,3230,77789,"18-64","0","0","1","0","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2022-342"
"352","Tartof, 2022",343,2,840,30683,">=65","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2022-343"
"353","Tartof, 2022",344,2,257,12845,">=75","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2022-344"
"354","Tartof, 2022",345,2,129,2997,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"immunocompromised","0","0","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2022-345"
"355","Tartof, 2022",346,2,3941,105476,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"non-immunocompromised","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2BNT","RC","Tartof, 2022-346"
"356","Tartof, 2022",347,2,172,113490,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2022-347"
"357","Tartof, 2022",348,2,52,81993,"18-64","0","0","1","0","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2022-348"
"358","Tartof, 2022",349,2,120,31498,">=65","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2022-349"
"359","Tartof, 2022",350,2,80,13083,">=75","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2022-350"
"360","Tartof, 2022",351,2,22,3125,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"immunocompromised","0","0","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2022-351"
"361","Tartof, 2022",352,2,150,110365,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"non-immunocompromised","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2BNT","RC","Tartof, 2022-352"
"362","Cerqueira-Silva, 2021",361,2,84,1037,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2BNT","CC","Cerqueira-Silva, 2021-361"
"363","Cerqueira-Silva, 2021",362,2,2,44,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","2BNT","CC","Cerqueira-Silva, 2021-362"
"364","Ali, 2021",6,2,1,2489,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2MD","RCT","Ali, 2021-6"
"365","Baden, 2021",15,2,11,14134,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"doc-infect","2MD","RCT","Baden, 2021-15"
"366","Baden, 2021",16,2,7,10551,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","RCT","Baden, 2021-16"
"367","Baden, 2021",17,2,4,3583,"=65yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","RCT","Baden, 2021-17"
"368","Baden, 2021",18,2,5,8396,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,"not-at-risk","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","2MD","RCT","Baden, 2021-18"
"369","Baden, 2021",19,2,2,2155,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,"at-risk","0","1","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","2MD","RCT","Baden, 2021-19"
"370","Baden, 2021",20,2,4,3583,"=65yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","2MD","RCT","Baden, 2021-20"
"371","Baden, 2021",21,2,4,7366,"18-",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","RCT","Baden, 2021-21"
"372","Baden, 2021",22,2,7,6768,"18-",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","RCT","Baden, 2021-22"
"373","Baden, 2021",23,2,4,3206,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"at-risk","0","1","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","2MD","RCT","Baden, 2021-23"
"374","Baden, 2021",24,2,7,10928,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"not-at-risk","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","2MD","RCT","Baden, 2021-24"
"375","Baden, 2021",25,2,10,9023,"18-",NA,NA,NA,NA,"all","white",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","RCT","Baden, 2021-25"
"376","Baden, 2021",26,2,1,5088,"18-",NA,NA,NA,NA,"all","colored",NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","RCT","Baden, 2021-26"
"377","Bruxvoort, 2021a",45,2,2,46,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"doc-infect","2MD","CC","Bruxvoort, 2021a-45"
"378","Bruxvoort, 2021a",46,2,39,46,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"doc-infect","2MD","CC","Bruxvoort, 2021a-46"
"379","Bruxvoort, 2021a",48,2,2,46,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","gamma","0","0","1","0","0","",NA,NA,NA,"doc-infect","2MD","CC","Bruxvoort, 2021a-48"
"380","Bruxvoort, 2021a",51,2,5,273,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","2MD","CC","Bruxvoort, 2021a-51"
"381","Bruxvoort, 2021a",52,2,1,274,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","2MD","CC","Bruxvoort, 2021a-52"
"382","Bruxvoort, 2021b",53,2,289,352878,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-53"
"383","Bruxvoort, 2021b",54,2,13,352878,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"hosp","2MD","PC","Bruxvoort, 2021b-54"
"384","Bruxvoort, 2021b",55,2,1,352878,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"death","2MD","PC","Bruxvoort, 2021b-55"
"385","Bruxvoort, 2021b",56,2,254,352878,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"symp","2MD","PC","Bruxvoort, 2021b-56"
"386","Bruxvoort, 2021b",57,2,23,88220,"18-44yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-57"
"387","Bruxvoort, 2021b",58,2,21,88220,"45-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-58"
"388","Bruxvoort, 2021b",59,2,14,88220,"65-74yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-59"
"389","Bruxvoort, 2021b",60,2,15,88220,"=75yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-60"
"390","Bruxvoort, 2021b",61,2,88,176439,"all","all","all","all","all","1",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-61"
"391","Bruxvoort, 2021b",62,2,57,176439,"all","all","all","all","all","0",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-62"
"392","Bruxvoort, 2021b",63,2,22,88220,"all","all","all","all","all","all","white",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-63"
"393","Bruxvoort, 2021b",64,2,6,88220,"all","all","all","all","all","all","black",0,0,0,0,1,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-64"
"394","Bruxvoort, 2021b",65,2,36,88220,"all","all","all","all","all","all","hispanic",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-65"
"395","Bruxvoort, 2021b",66,2,6,88220,"all","all","all","all","all","all","asian",1,0,0,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2MD","PC","Bruxvoort, 2021b-66"
"396","Butt-B-2022",69,2,105,158993,"all","all","all","all","all","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","overall",NA,NA,NA,"symp","2MD","CC","Butt-B-2022-69"
"397","Butt-B-2022",70,2,27,158993,"all","all","all","all","all","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","overall",NA,NA,NA,"hosp","2MD","CC","Butt-B-2022-70"
"398","Lauring, 2022",187,2,59,506,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"hosp","2MD","CC","Lauring, 2022-187"
"399","martinez-baz, 2021",212,2,1155,9099,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2MD","PC","martinez-baz, 2021-212"
"400","Andrews, 2021",7,3,45988,107010,"18-49yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","CC","Andrews, 2021-7"
"401","Andrews, 2021",8,3,60380,116188,">=50yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","CC","Andrews, 2021-8"
"402","Andrews, 2021",9,3,171,42203,"18-49yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2AZ","CC","Andrews, 2021-9"
"403","Andrews, 2021",10,3,807,42799,">=50yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2AZ","CC","Andrews, 2021-10"
"404","Andrews, 2021",11,3,191,25832,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"death","2AZ","CC","Andrews, 2021-11"
"405","Andrews, 2022",12,3,28,504,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","2AZ","CC","Andrews, 2022-12"
"406","Andrews, 2022",13,3,236,712,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"symp","2AZ","CC","Andrews, 2022-13"
"407","Andrews, 2022",14,3,1041,2700,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2AZ","CC","Andrews, 2022-14"
"408","Falsey, 2021",116,3,68,13966,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-116"
"409","Falsey, 2021",117,3,5,3696,"=65yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-117"
"410","Falsey, 2021",118,3,2,1401,"all","all","all","all","all","all","black",0,0,0,0,1,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-118"
"411","Falsey, 2021",119,3,58,14011,"all","all","all","all","all","all","white",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-119"
"412","Falsey, 2021",120,3,9,744,"all","all","all","all","all","all","american indian",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-120"
"413","Falsey, 2021",121,3,4,1506,"all","all","all","all","all","all","other",NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-121"
"414","Falsey, 2021",122,3,26,4035,"all","all","all","all","all","all","hispanic",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-122"
"415","Falsey, 2021",123,3,45,13351,"all","all","all","all","all","all","non-hispanic",NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-123"
"416","Falsey, 2021",124,3,41,9922,"all","all","all","all","all","0",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-124"
"417","Falsey, 2021",125,3,32,7740,"all","all","all","all","all","1",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-125"
"418","Falsey, 2021",126,3,73,17662,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-126"
"419","Falsey, 2021",127,3,58,15435,"all","all","all","all","all","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-127"
"420","Falsey, 2021",128,3,4,1360,"all","all","all","all","all","all","Chile",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-128"
"421","Falsey, 2021",129,3,11,867,"all","all","all","all","all","all","Peru",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-129"
"422","Falsey, 2021",130,3,43,10376,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"at-risk","0","1","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-130"
"423","Falsey, 2021",131,3,30,7285,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"not-at-risk","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ","RCT","Falsey, 2021-131"
"424","Falsey, 2021",132,3,1,17663,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"severe","2AZ","RCT","Falsey, 2021-132"
"425","Falsey, 2021",133,3,1,17662,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"emergency","2AZ","RCT","Falsey, 2021-133"
"426","Falsey, 2021",134,3,1,17662,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"hosp","2AZ","RCT","Falsey, 2021-134"
"427","Falsey, 2021",135,3,1,17663,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"ICU","2AZ","RCT","Falsey, 2021-135"
"428","Lopez, 2021",204,3,94,8244,"=16yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"symp","2AZ","CC","Lopez, 2021-204"
"429","Lopez, 2021",207,3,218,8244,"=16yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"symp","2AZ","CC","Lopez, 2021-207"
"430","martinez-baz, 2021",212,3,272,1539,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2AZ","PC","martinez-baz, 2021-212"
"431","martinez-baz, 2021",220,3,185,1599,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","2AZ","PC","martinez-baz, 2021-220"
"432","Nordstrom, 2021-a",228,3,465,842974,"45-55yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2AZ","RC","Nordstrom, 2021-a-228"
"433","Nordstrom, 2021-b",233,3,446,430100,"30-80yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2AZ","RC","Nordstrom, 2021-b-233"
"434","Poukka, 2021",259,3,5,12837,"17-70yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2AZ","RC","Poukka, 2021-259"
"435","Prieto-Alhambra, 2021",273,3,389,3268,"40yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2AZ","RC","Prieto-Alhambra, 2021-273"
"436","Voysey, 2021a",332,3,15,2377,"all","all","all","all","all","all","UK",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2AZ","RCT","Voysey, 2021a-332"
"437","Voysey, 2021a",333,3,12,2063,"all","all","all","all","all","all","brazilian",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2AZ","RCT","Voysey, 2021a-333"
"438","Voysey, 2021a",334,3,22,5807,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2AZ","RCT","Voysey, 2021a-334"
"439","Voysey, 2021a",335,3,7,1503,"18-55yr","0","0","1","0","all","UK",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2AZ","RCT","Voysey, 2021a-335"
"440","Voysey, 2021b",336,3,56,5731,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2AZ","RCT","Voysey, 2021b-336"
"441","Voysey, 2021b",337,3,73,4223,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2AZ","RCT","Voysey, 2021b-337"
"442","Cerqueira-Silva, 2021",361,3,644,6655,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2AZ","CC","Cerqueira-Silva, 2021-361"
"443","Cerqueira-Silva, 2021",362,3,29,460,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","2AZ","CC","Cerqueira-Silva, 2021-362"
"444","Cerqueira-Silva, 2022b",363,3,14771,572003,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Symp","2AZ","RC","Cerqueira-Silva, 2022b-363"
"445","Cerqueira-Silva, 2022b",365,3,1292,580979,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Hosp","2AZ","RC","Cerqueira-Silva, 2022b-365"
"446","Cerqueira-Silva, 2022b",367,3,564,581648,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","2AZ","RC","Cerqueira-Silva, 2022b-367"
"447","Emary,2021",372,3,12,4244,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"symp","2AZ","RCT","Emary,2021-372"
"448","Emary,2021",373,3,8,4244,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"doc-infect","2AZ","RCT","Emary,2021-373"
"449","Cerqueira-Silva, 2022a",87,4,322786,913052,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2CV","CC","Cerqueira-Silva, 2022a-87"
"450","Palacios, 2021",238,4,85,4953,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"symp","2CV","RCT","Palacios, 2021-238"
"451","Palacios, 2021",239,4,1,3638,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"severe","2CV","RCT","Palacios, 2021-239"
